YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   0.0000000   0.0000000  14.5700000   2.5547000   1.1099000   0.0058000   0.1073000
1980 10 02 12   0.0000000   0.0000000   0.0000000   4.9750000   1.8181000   0.7359000   0.0112000   0.1073000
1980 10 03 12   0.0000000   0.0000000   0.0000000   8.5650000   1.9129000   0.7392000   0.0162000   0.1073000
1980 10 04 12   0.0000000   0.0000000   0.0000000  11.6800000   2.2366000   0.8252000   0.0209000   0.1073000
1980 10 05 12   0.0000000   0.0000000   0.0000000  13.8750000   2.3101000   0.8099000   0.0253000   0.1096000
1980 10 06 12   0.0000000   0.0000000   0.0000000  10.8900000   2.1327000   0.7118000   0.0294000   0.1049000
1980 10 07 12   0.0000000   0.0000000   0.0000000  13.3850000   2.1347000   0.6832000   0.0333000   0.1049000
1980 10 08 12   0.0000000   0.0000000   0.0000000  13.5500000   2.1545000   0.6632000   0.0369000   0.1049000
1980 10 09 12   0.0000000   0.0000000   0.0000000  12.7100000   2.0660000   0.6132000   0.0402000   0.1073000
1980 10 10 12   0.0000000   0.0000000   0.0000000   7.3500000   1.6547000   0.4755000   0.0434000   0.1073000
1980 10 11 12   0.0000000   0.0000000   0.0000000   3.5200000   1.5241000   0.4276000   0.0463000   0.1049000
1980 10 12 12   0.0000000   0.0000000   0.0000000  10.6250000   1.8032000   0.4956000   0.0490000   0.1049000
1980 10 13 12   0.0000000   0.0000000   0.0000000  12.6100000   1.6900000   0.4538000   0.0516000   0.1049000
1980 10 14 12   0.0000000   0.0000000   0.0000000   7.3750000   1.5087000   0.3969000   0.0540000   0.1049000
1980 10 15 12   0.0000000  24.6800000  24.6800000   3.8750000   1.1553000   0.2988000   0.0641000   0.1192000
1980 10 16 12   8.8833000   5.6200000   0.0300000  -3.5150000   0.5650000   0.5622000   0.0666000   0.1073000
1980 10 17 12  20.1932000   7.1500000   0.0300000  -3.1300000   0.6503000   0.6324000   0.0697000   0.0787000
1980 10 18 12  20.2584000   0.0600000   0.0300000  -4.0200000   0.8931000   0.8461000   0.0723000   0.1073000
1980 10 19 12  13.1676000   0.0000000   6.4184000   3.1900000   1.0403000   0.9503000   0.0764000   0.1192000
1980 10 20 12   1.0139000   0.0000000  13.4985000   6.2300000   1.2450000   1.2388000   0.0837000   0.1311000
1980 10 21 12   0.0000000   0.0000000   0.3415000   7.6500000   1.2679000   1.2616000   0.0878000   0.1192000
1980 10 22 12   0.0000000   0.0000000   0.0000000   4.9900000   1.1404000   1.0919000   0.0915000   0.1192000
1980 10 23 12   0.0000000   0.0000000   0.0000000  -2.9600000   0.8376000   0.7652000   0.0943000   0.1108000
