YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   0.0000000   0.0000000  14.7400000   1.7070000   1.0188000   0.0000000   0.0083000
1980 10 02 12   0.0000000   0.0000000   0.0000000  10.8050000   1.4174000   0.8419000   0.0000000   0.0083000
1980 10 03 12   0.0000000   0.0000000   0.0000000  10.5500000   1.3626000   0.8061000   0.0000000   0.0099000
1980 10 04 12   0.0000000   0.0000000   0.0000000  11.9350000   1.4325000   0.8442000   0.0000000   0.0093000
1980 10 05 12   0.0000000   0.0000000   0.0000000  14.2950000   1.4990000   0.8798000   0.0000000   0.0090000
1980 10 06 12   0.0000000   0.0000000   0.0000000  16.9950000   1.5752000   0.9207000   0.0000000   0.0090000
1980 10 07 12   0.0000000   0.0000000   0.0000000  17.7300000   1.5586000   0.9069000   0.0000000   0.0093000
1980 10 08 12   0.0000000   0.0000000   0.0000000  15.9650000   1.4211000   0.8233000   0.0000000   0.0093000
1980 10 09 12   0.0000000   0.0000000   0.0000000  15.3050000   1.3752000   0.7935000   0.0000000   0.0090000
1980 10 10 12   0.0000000   0.0000000   0.0000000  11.5400000   1.1035000   0.6343000   0.0000000   0.0090000
1980 10 11 12   0.0000000   0.0000000   0.0000000   5.3050000   0.9402000   0.5387000   0.0000000   0.0090000
1980 10 12 12   0.0000000   0.0000000   0.0000000   3.5600000   0.8508000   0.4862000   0.0000000   0.0090000
1980 10 13 12   0.0000000   0.0000000   0.0000000   3.7100000   0.7806000   0.4450000   0.0000000   0.0086000
1980 10 14 12   0.0000000   0.3300000   0.3300000   2.8250000   0.7648000   0.4350000   0.0008000   0.0086000
1980 10 15 12   0.0000000   0.0000000   0.0000000   3.2600000   0.7366000   0.4188000   0.0005000   0.0090000
1980 10 16 12   0.0000000  15.7400000  15.7400000   3.1850000   0.5794000   0.3287000   0.0369000   0.0116000
1980 10 17 12   0.0000000  20.9400000  20.9400000   1.5950000   0.5632000   0.3439000   0.0704000   0.0186000
1980 10 18 12   0.0000000   0.0000000   0.0000000   0.1750000   0.6161000   0.4117000   0.0396000   0.0206000
1980 10 19 12   0.0000000   0.0000000   0.0000000   5.9850000   0.7314000   0.4880000   0.0198000   0.0199000
1980 10 20 12   0.0000000   0.0000000   0.0000000   8.5050000   0.7728000   0.5145000   0.0094000   0.0192000
1980 10 21 12   0.0000000   0.0000000   0.0000000   6.2700000   0.6903000   0.4585000   0.0043000   0.0182000
1980 10 22 12   0.0000000   9.0300000   9.0300000   4.7050000   0.6173000   0.4093000   0.0230000   0.0176000
1980 10 23 12   0.0000000  15.0100000  15.0100000   0.3500000   0.4937000   0.3392000   0.0482000   0.0199000
1980 10 24 12   0.0000000   0.0000000   0.0000000  -0.6250000   0.4925000   0.3587000   0.0272000   0.0199000
1980 10 25 12   0.0000000   0.0000000   0.0000000  -0.2500000   0.4857000   0.3532000   0.0136000   0.0199000
1980 10 26 12   0.0000000   0.0000000   0.0000000  -3.5750000   0.4124000   0.2995000   0.0064000   0.0192000
1980 10 27 12   0.0000000   0.0000000   0.0000000  -3.2900000   0.3997000   0.2899000   0.0030000   0.0176000
1980 10 28 12   0.0000000   0.0000000   0.0000000  -2.3650000   0.4052000   0.2936000   0.0013000   0.0166000
1980 10 29 12   0.0000000   0.0000000   0.0000000  -0.4850000   0.4079000   0.2952000   0.0006000   0.0166000
1980 10 30 12   0.0000000   0.0000000   0.0000000   4.1200000   0.4786000   0.3460000   0.0003000   0.0166000
1980 10 31 12   0.0000000   0.0000000   0.0000000   3.4100000   0.4241000   0.3062000   0.0001000   0.0166000
1980 11 01 12   0.0000000   0.0000000   0.0000000   3.9700000   0.4195000   0.3025000   0.0000000   0.0162000
1980 11 02 12   0.0000000   0.0000000   0.0000000   7.6050000   0.4254000   0.3064000   0.0000000   0.0159000
1980 11 03 12   0.0000000   0.0000000   0.0000000   8.7900000   0.4583000   0.3297000   0.0000000   0.0159000
1980 11 04 12   0.0000000   0.0000000   0.0000000   5.2250000   0.3633000   0.2610000   0.0000000   0.0159000
1980 11 05 12   0.0000000   0.0000000   0.0000000   6.0800000   0.2910000   0.2089000   0.0000000   0.0159000
1980 11 06 12   0.0000000   0.0000000   0.0000000   7.7050000   0.3688000   0.2645000   0.0000000   0.0159000
1980 11 07 12   0.0000000   0.9700000   0.9700000   4.8850000   0.3458000   0.2477000   0.0023000   0.0159000
1980 11 08 12   0.0000000   4.6900000   4.6900000   5.2550000   0.4317000   0.3102000   0.0122000   0.0159000
1980 11 09 12   0.0000000   0.0000000   0.0000000   1.1300000   0.2533000   0.1851000   0.0071000   0.0153000
1980 11 10 12   0.0000000   0.0000000   0.0000000  -1.4750000   0.3236000   0.2363000   0.0036000   0.0146000
1980 11 11 12   0.0000000   0.0000000   0.0000000   0.9050000   0.2929000   0.2136000   0.0017000   0.0139000
1980 11 12 12   0.0000000   5.3500000   5.3500000   1.5050000   0.3721000   0.2712000   0.0132000   0.0139000
1980 11 13 12   5.7081000   3.3400000   0.0000000  -0.9600000   0.3448000   0.2563000   0.0077000   0.0133000
1980 11 14 12   5.7081000   0.0000000   0.0000000  -4.5400000   0.1338000   0.0993000   0.0039000   0.0129000
1980 11 15 12   5.7081000   0.0000000   0.0000000  -4.3850000   0.1235000   0.0917000   0.0019000   0.0126000
1980 11 16 12   5.7081000   0.0000000   0.0000000  -2.9100000   0.1670000   0.1239000   0.0009000   0.0123000
1980 11 17 12   5.7081000   0.0000000   0.0000000  -3.4100000   0.1072000   0.0795000   0.0004000   0.0119000
1980 11 18 12   5.7081000   0.0000000   0.0000000  -0.6500000   0.1773000   0.1314000   0.0002000   0.0116000
1980 11 19 12   4.6867000   0.0000000   0.8712000   0.6750000   0.1550000   0.1148000   0.0021000   0.0113000
1980 11 20 12   4.8631000   2.6600000   2.5696000  -0.1150000   0.1974000   0.1467000   0.0072000   0.0116000
1980 11 21 12   1.5840000   0.0000000   3.4788000   0.9200000   0.1242000   0.0932000   0.0122000   0.0116000
1980 11 22 12   0.0789000   0.0000000   1.4485000   2.1300000   0.1561000   0.1186000   0.0102000   0.0116000
1980 11 23 12   0.0000000   0.0000000   0.0000000  -2.6150000   0.1329000   0.1014000   0.0054000   0.0116000
1980 11 24 12   0.0000000   0.0000000   0.0000000  -4.1700000   0.0731000   0.0557000   0.0026000   0.0116000
1980 11 25 12   0.0000000   0.0000000   0.0000000  -3.0800000   0.0491000   0.0374000   0.0012000   0.0116000
1980 11 26 12   0.0000000   0.0000000   0.0000000  -0.8150000   0.1189000   0.0907000   0.0006000   0.0116000
1980 11 27 12   0.0000000   0.0000000   0.0000000  -2.6350000   0.0430000   0.0328000   0.0003000   0.0116000
1980 11 28 12   0.0000000   0.0000000   0.0000000   0.5950000   0.0935000   0.0713000   0.0001000   0.0116000
1980 11 29 12   0.0000000   0.0000000   0.0000000  -0.5350000   0.0565000   0.0431000   0.0000000   0.0116000
1980 11 30 12   0.0000000   0.0000000   0.0000000  -1.9050000   0.1107000   0.0843000   0.0000000   0.0116000
1980 12 01 12   0.0000000   0.0000000   0.0000000 -12.1300000   0.0000000   0.0000000   0.0000000   0.0116000
1980 12 02 12   0.0000000   0.0000000   0.0000000 -18.0100000   0.0743000   0.0566000   0.0000000   0.0099000
1980 12 03 12   1.2818000   0.7500000   0.0000000 -12.3600000   0.0302000   0.0230000   0.0000000   0.0093000
1980 12 04 12   1.2818000   0.0000000   0.0000000  -5.6750000   0.0300000   0.0229000   0.0000000   0.0086000
1980 12 05 12   1.2818000   0.0000000   0.0000000  -4.9150000   0.0216000   0.0165000   0.0000000   0.0086000
1980 12 06 12   1.2818000   0.0000000   0.0000000 -12.3500000   0.0214000   0.0163000   0.0000000   0.0086000
1980 12 07 12   1.4185000   0.0800000   0.0000000 -16.9100000   0.0508000   0.0387000   0.0000000   0.0083000
1980 12 08 12   1.4185000   0.0000000   0.0000000 -14.6550000   0.0000000   0.0000000   0.0000000   0.0083000
1980 12 09 12   3.2642000   1.0800000   0.0000000 -13.2350000   0.0000000   0.0000000   0.0000000   0.0083000
1980 12 10 12   3.2642000   0.0000000   0.0000000 -19.4200000   0.0889000   0.0676000   0.0000000   0.0080000
1980 12 11 12   3.2642000   0.0000000   0.0000000 -15.2550000   0.0088000   0.0067000   0.0000000   0.0080000
1980 12 12 12   3.2642000   0.0000000   0.0000000  -4.5950000   0.0000000   0.0000000   0.0000000   0.0080000
1980 12 13 12   3.2642000   0.0000000   0.0000000  -6.6550000   0.0000000   0.0000000   0.0000000   0.0076000
1980 12 14 12   3.2642000   0.0000000   0.0000000  -5.7200000   0.0000000   0.0000000   0.0000000   0.0076000
1980 12 15 12   3.2642000   0.0000000   0.0000000  -3.1900000   0.0000000   0.0000000   0.0000000   0.0076000
1980 12 16 12   3.2642000   0.0000000   0.0000000   0.1050000   0.1176000   0.0896000   0.0000000   0.0073000
1980 12 17 12   1.9355000   0.0000000   1.2344000   0.4000000   0.0700000   0.0533000   0.0029000   0.0073000
1980 12 18 12   2.0298000   0.0000000   0.0943000  -9.3150000   0.0000000   0.0000000   0.0000000   0.0073000
1980 12 19 12   1.9355000   0.0000000   0.0000000 -19.7150000   0.0729000   0.0558000   0.0010000   0.0070000
1980 12 20 12   1.9355000   0.0000000   0.0000000 -18.7250000   0.0413000   0.0316000   0.0005000   0.0070000
1980 12 21 12   6.6523000   2.7600000   0.0000000 -14.6400000   0.0888000   0.0679000   0.0002000   0.0070000
1980 12 22 12  10.5830000   2.3000000   0.0000000 -11.0550000   0.1881000   0.1438000   0.0001000   0.0066000
1980 12 23 12  12.8218000   1.3100000   0.0000000 -13.9350000   0.0682000   0.0521000   0.0000000   0.0066000
1980 12 24 12  12.8218000   0.0000000   0.0000000 -25.0750000   0.0000000   0.0000000   0.0000000   0.0066000
1980 12 25 12  12.8218000   0.0000000   0.0000000 -19.5450000   0.0000000   0.0000000   0.0000000   0.0063000
1980 12 26 12  12.8218000   0.0000000   0.0000000 -13.6450000   0.0226000   0.0173000   0.0000000   0.0063000
1980 12 27 12  12.8218000   0.0000000   0.0000000  -3.4250000   0.0000000   0.0000000   0.0000000   0.0063000
1980 12 28 12   1.5177000   0.0000000  11.1995000   3.5600000   0.0589000   0.0450000   0.0261000   0.0060000
1980 12 29 12   1.6235000   0.0000000   0.1033000  -0.1600000   0.1245000   0.0991000   0.0155000   0.0060000
1980 12 30 12   0.0000000   0.0000000   1.5189000   1.3300000   0.1483000   0.1180000   0.0115000   0.0060000
1980 12 31 12   0.0000000   0.0000000   0.0000000   0.5850000   0.1432000   0.1145000   0.0059000   0.0060000
1981 01 01 12   0.0000000   0.0000000   0.0000000  -3.5950000   0.0121000   0.0097000   0.0028000   0.0056000
1981 01 02 12   0.0000000   0.0000000   0.0000000  -7.7900000   0.0549000   0.0439000   0.0013000   0.0056000
1981 01 03 12   0.0000000   0.0000000   0.0000000 -15.4900000   0.0180000   0.0144000   0.0006000   0.0056000
1981 01 04 12   0.0000000   0.0000000   0.0000000 -13.5900000   0.1003000   0.0802000   0.0003000   0.0056000
1981 01 05 12   0.3931000   0.2300000   0.0000000  -9.0250000   0.0130000   0.0104000   0.0001000   0.0056000
1981 01 06 12   2.6148000   1.3000000   0.0000000  -6.6850000   0.0000000   0.0000000   0.0000000   0.0050000
1981 01 07 12   7.9810000   3.1400000   0.0000000 -15.2350000   0.0806000   0.0644000   0.0000000   0.0050000
1981 01 08 12   7.9810000   0.0000000   0.0000000 -17.5700000   0.0303000   0.0242000   0.0000000   0.0050000
1981 01 09 12   7.9810000   0.0000000   0.0000000 -18.7150000   0.0123000   0.0098000   0.0000000   0.0050000
1981 01 10 12  11.3990000   2.0000000   0.0000000 -19.6850000   0.0516000   0.0412000   0.0000000   0.0033000
1981 01 11 12  11.3990000   0.0000000   0.0000000 -16.9550000   0.0000000   0.0000000   0.0000000   0.0023000
1981 01 12 12  11.3990000   0.0000000   0.0000000  -6.7800000   0.0667000   0.0533000   0.0000000   0.0023000
