YR MNTH DY HR SWE PRCP RAIM TAIR PET ET MOD_RUN OBS_RUN
1980 10 01 12   0.0000000   3.1000000   3.1000000   6.0800000   1.0883000   1.0828000   0.0216000   0.5510000
1980 10 02 12   0.0000000   4.2400000   4.2400000  10.5300000   1.2687000   1.2624000   0.0845000   0.5607000
1980 10 03 12   0.0000000   8.0200000   8.0200000  11.8350000   1.1867000   1.1807000   0.1802000   0.5586000
1980 10 04 12   0.0000000  15.2700000  15.2700000   7.3800000   1.0033000   0.9983000   0.4370000   0.6712000
1980 10 05 12   0.0000000   8.4800000   8.4800000   4.8000000   0.8536000   0.8493000   0.7372000   0.8216000
1980 10 06 12   0.0000000   0.0000000   0.0000000   5.4100000   0.8797000   0.8753000   0.9092000   0.8671000
1980 10 07 12   0.0000000   0.0000000   0.0000000   6.4050000   0.9653000   0.9567000   0.9749000   0.9115000
1980 10 08 12   0.0000000   2.1000000   2.1000000   7.6750000   1.0825000   1.0691000   1.0028000   0.9483000
1980 10 09 12   0.0000000   3.5500000   3.5500000   5.4800000   0.9270000   0.9211000   1.0104000   0.9634000
1980 10 10 12   0.0000000   0.0000000   0.0000000   3.6700000   0.9403000   0.9356000   1.0272000   0.9504000
1980 10 11 12   0.0000000  10.6600000  10.6600000   1.5300000   0.8332000   0.8256000   1.0777000   0.9613000
1980 10 12 12   0.0000000  12.3000000  12.3000000   5.5550000   0.8373000   0.8331000   1.3092000   1.0825000
1980 10 13 12   0.0000000   1.1700000   1.1700000   4.3500000   0.8355000   0.8313000   1.4724000   1.1366000
1980 10 14 12   0.0000000   0.2600000   0.2600000   1.7250000   0.7314000   0.7277000   1.5151000   1.1475000
1980 10 15 12   0.0000000   0.0000000   0.0000000   1.1800000   0.7264000   0.7213000   1.5164000   1.1475000
1980 10 16 12   0.0000000   0.0000000   0.0000000   0.4350000   0.7515000   0.7440000   1.4976000   1.1475000
1980 10 17 12   0.0000000   0.0100000   0.0100000   3.2600000   0.7940000   0.7839000   1.4671000   1.1366000
1980 10 18 12   0.0000000   0.1900000   0.1900000   8.5000000   0.9252000   0.9107000   1.4295000   1.1366000
1980 10 19 12   0.0000000   1.8800000   1.8800000   9.4050000   0.9057000   0.8893000   1.3879000   1.0933000
1980 10 20 12   0.0000000   0.9100000   0.9100000   4.6200000   0.7485000   0.7402000   1.3437000   1.0630000
1980 10 21 12   0.0000000   1.7100000   1.7100000   1.7400000   0.6521000   0.6461000   1.2983000   1.0338000
1980 10 22 12   0.0000000   0.3600000   0.3600000   1.1150000   0.6005000   0.5975000   1.2566000   1.0013000
1980 10 23 12   0.0000000   0.0000000   0.0000000   0.4850000   0.5872000   0.5835000   1.2121000   0.9494000
1980 10 24 12   0.0000000   0.0000000   0.0000000   2.7100000   0.6213000   0.6154000   1.1674000   0.9245000
1980 10 25 12   0.0000000   0.1900000   0.1900000   1.4750000   0.5420000   0.5352000   1.1235000   0.9017000
1980 10 26 12   0.0000000  12.6200000  12.6200000   4.4450000   0.5982000   0.5899000   1.1732000   1.0024000
1980 10 27 12   0.0000000   2.9900000   2.9900000   1.1600000   0.5223000   0.5197000   1.2730000   0.9894000
1980 10 28 12   0.2037000   0.2200000   0.0500000  -1.1200000   0.4745000   0.4721000   1.2946000   0.9970000
1980 10 29 12   0.1571000   0.0000000   0.0465000  -1.6600000   0.4498000   0.4467000   1.2811000   0.9840000
1980 10 30 12   0.0716000   0.0000000   0.0855000   0.0200000   0.4697000   0.4657000   1.2541000   0.9732000
1980 10 31 12   0.0000000   0.0100000   0.0816000   1.5850000   0.4833000   0.4785000   1.2208000   0.9732000
1980 11 01 12   0.0000000   1.4700000   1.4700000   1.4650000   0.4727000   0.4674000   1.1844000   0.9569000
1980 11 02 12   0.0000000   0.0000000   0.0000000  -1.3000000   0.4038000   0.4013000   1.1461000   0.9266000
1980 11 03 12   0.0000000   0.0300000   0.0346000  -4.3100000   0.3140000   0.3115000   1.1073000   0.9147000
1980 11 04 12   0.0000000   1.4600000   1.4600000   1.1250000   0.3677000   0.3644000   1.0689000   0.9093000
1980 11 05 12   0.0000000   1.3100000   1.3100000   3.3050000   0.4098000   0.4077000   1.0338000   0.8887000
1980 11 06 12   0.9185000   0.8400000   0.0500000  -2.3800000   0.3259000   0.3243000   1.0064000   0.8606000
1980 11 07 12   6.6220000   4.9900000   0.0500000  -0.4300000   0.3858000   0.3834000   0.9735000   0.8454000
1980 11 08 12  14.4585000   6.8400000   0.0500000  -1.4000000   0.3712000   0.3684000   0.9399000   0.8454000
1980 11 09 12  16.7030000   1.9900000   0.0500000  -5.1200000   0.2340000   0.2319000   0.9068000   0.8454000
1980 11 10 12  20.6078000   3.4300000   0.0500000  -1.6400000   0.3480000   0.3447000   0.8746000   0.8498000
1980 11 11 12  24.6048000   3.5100000   0.0500000  -0.5400000   0.3795000   0.3754000   0.8435000   0.8346000
1980 11 12 12  24.7647000   0.2100000   0.0501000   0.9250000   0.3829000   0.3783000   0.8135000   0.8400000
1980 11 13 12  25.8620000   1.0000000   0.0556000  -0.5200000   0.3507000   0.3462000   0.7847000   0.8563000
1980 11 14 12  27.9515000   1.8600000   0.0552000  -1.1600000   0.3341000   0.3294000   0.7571000   0.8584000
1980 11 15 12  27.8963000   0.0000000   0.0551000  -3.3350000   0.2557000   0.2519000   0.7307000   0.8444000
1980 11 16 12  29.4672000   1.4100000   0.0548000  -5.6500000   0.2210000   0.2176000   0.7055000   0.8130000
1980 11 17 12  29.4124000   0.0000000   0.0548000  -5.1800000   0.2193000   0.2157000   0.6814000   0.8043000
1980 11 18 12  34.7198000   4.6500000   0.0540000  -4.6000000   0.2720000   0.2675000   0.6583000   0.7956000
1980 11 19 12  36.7414000   1.8000000   0.0538000  -4.6400000   0.2704000   0.2657000   0.6364000   0.7783000
1980 11 20 12  36.6877000   0.0000000   0.0538000  -6.8000000   0.0728000   0.0715000   0.6154000   0.7697000
1980 11 21 12  36.6339000   0.0000000   0.0537000  -2.8650000   0.1033000   0.1014000   0.5954000   0.7675000
